Origin,Destination,DepTime,DepHour,DepMin,ArrTime,ArrHour,ArrMin,DurationInHours:Minutes,Duration,FlightNum,Frequency,Index
KLH,TIR,1899-12-30 09:45:00,9,45,1899-12-30 11:35:00,11,35,1:50,110,7992,Except TUE/THU/SAT,138
LKO,AMD,1899-12-30 05:35:00,5,35,1899-12-30 07:30:00,7,30,1:55,115,142,Daily,17
LKO,BLR,1899-12-30 10:40:00,10,40,1899-12-30 13:10:00,13,10,2:30,150,325,Except TUE,194
LKO,BOM,1899-12-30 06:15:00,6,15,1899-12-30 08:30:00,8,30,2:15,135,685,Daily,39
LKO,BOM,1899-12-30 16:25:00,16,25,1899-12-30 18:40:00,18,40,2:15,135,5318,Except TUE/THU,383
LKO,CCU,1899-12-30 17:40:00,17,40,1899-12-30 19:20:00,19,20,1:40,100,6157,Daily,411
LKO,DEL,1899-12-30 06:45:00,6,45,1899-12-30 07:55:00,7,55,1:10,70,769,Daily,28
LKO,DEL,1899-12-30 10:30:00,10,30,1899-12-30 11:45:00,11,45,1:15,75,243,Daily,143
LKO,DEL,1899-12-30 14:10:00,14,10,1899-12-30 15:25:00,15,25,1:15,75,306,Daily,276
LKO,HYD,1899-12-30 07:40:00,7,40,1899-12-30 09:40:00,9,40,2:00,120,844,Daily,69
MAA,AMD,1899-12-30 21:10:00,21,10,1899-12-30 23:30:00,23,30,2:20,140,6374,Daily,528
MAA,BBI,1899-12-30 16:40:00,16,40,1899-12-30 18:30:00,18,30,1:50,110,143,Except MON/WED/FRI/SUN,375
MAA,BLR,1899-12-30 06:35:00,6,35,1899-12-30 07:25:00,7,25,0:50,50,6897,Daily,12
MAA,BLR,1899-12-30 14:35:00,14,35,1899-12-30 15:30:00,15,30,0:55,55,6011,Except TUE,279
MAA,BLR,1899-12-30 18:00:00,18,0,1899-12-30 19:00:00,19,0,1:00,60,6847,Daily,393
MAA,BLR,1899-12-30 19:50:00,19,50,1899-12-30 20:50:00,20,50,1:00,60,6192,Daily,459
MAA,BOM,1899-12-30 09:00:00,9,0,1899-12-30 11:05:00,11,5,2:05,125,782,Daily,120
MAA,BOM,1899-12-30 16:45:00,16,45,1899-12-30 18:50:00,18,50,2:05,125,6998,Daily,388
MAA,BOM,1899-12-30 18:50:00,18,50,1899-12-30 20:50:00,20,50,2:00,120,6917,Daily,457
MAA,CCU,1899-12-30 07:25:00,7,25,1899-12-30 09:45:00,9,45,2:20,140,797,Daily,75
MAA,CCU,1899-12-30 14:00:00,14,0,1899-12-30 16:20:00,16,20,2:20,140,183,Daily,308
MAA,COK,1899-12-30 17:40:00,17,40,1899-12-30 18:55:00,18,55,1:15,75,597,Except TUE,390
MAA,DEL,1899-12-30 06:30:00,6,30,1899-12-30 09:20:00,9,20,2:50,170,5007,Daily,66
MAA,DEL,1899-12-30 15:35:00,15,35,1899-12-30 18:30:00,18,30,2:55,175,2752,Daily,374
MAA,DEL,1899-12-30 19:00:00,19,0,1899-12-30 21:55:00,21,55,2:55,175,2029,Daily,487
MAA,GAU,1899-12-30 09:25:00,9,25,1899-12-30 12:15:00,12,15,2:50,170,112,Daily,160
MAA,HYD,1899-12-30 08:30:00,8,30,1899-12-30 09:45:00,9,45,1:15,75,384,Daily,74
MAA,HYD,1899-12-30 15:40:00,15,40,1899-12-30 16:50:00,16,50,1:10,70,6006,Every TUE/SAT,320
MAA,HYD,1899-12-30 16:30:00,16,30,1899-12-30 17:50:00,17,50,1:20,80,2783,Except TUE/THU,357
MAA,HYD,1899-12-30 20:50:00,20,50,1899-12-30 22:05:00,22,5,1:15,75,6173,Daily,493
MAA,IXE,1899-12-30 17:45:00,17,45,1899-12-30 19:35:00,19,35,1:50,110,7141,Daily,416
MAA,IXM,1899-12-30 05:40:00,5,40,1899-12-30 07:05:00,7,5,1:25,85,7193,Daily,8
MAA,IXM,1899-12-30 07:05:00,7,5,1899-12-30 08:30:00,8,30,1:25,85,7195,Daily,40
MAA,PNQ,1899-12-30 08:05:00,8,5,1899-12-30 10:00:00,10,0,1:55,115,502,Every SAT,85
MAA,RJA,1899-12-30 15:30:00,15,30,1899-12-30 17:10:00,17,10,1:40,100,7125,Except TUE/THU/SAT,331
MAA,TCR,1899-12-30 11:00:00,11,0,1899-12-30 12:35:00,12,35,1:35,95,7185,Daily,175
MAA,TRZ,1899-12-30 09:35:00,9,35,1899-12-30 10:45:00,10,45,1:10,70,7145,Daily,109
MAA,TRZ,1899-12-30 20:10:00,20,10,1899-12-30 21:20:00,21,20,1:10,70,7149,Daily,469
MAA,VGA,1899-12-30 15:45:00,15,45,1899-12-30 17:10:00,17,10,1:25,85,7208,Except MON/WED/FRI/SUN,332
MAA,VNS,1899-12-30 10:10:00,10,10,1899-12-30 12:50:00,12,50,2:40,160,513,Daily,184
MAA,VTZ,1899-12-30 16:40:00,16,40,1899-12-30 18:00:00,18,0,1:20,80,6835,Except TUE/THU/SAT,361
NAG,BLR,1899-12-30 10:30:00,10,30,1899-12-30 12:05:00,12,5,1:35,95,317,Except TUE,157
NAG,BOM,1899-12-30 11:15:00,11,15,1899-12-30 12:55:00,12,55,1:40,100,297,Daily,186
NAG,BOM,1899-12-30 20:40:00,20,40,1899-12-30 22:10:00,22,10,1:30,90,6404,Except TUE/WED/THU/SAT,494
NAG,CCU,1899-12-30 20:00:00,20,0,1899-12-30 21:45:00,21,45,1:45,105,403,Daily,477
PAT,BLR,1899-12-30 14:50:00,14,50,1899-12-30 17:30:00,17,30,2:40,160,805,Daily,344
PAT,BOM,1899-12-30 08:15:00,8,15,1899-12-30 10:55:00,10,55,2:40,160,5374,Daily,113
PAT,CCU,1899-12-30 09:45:00,9,45,1899-12-30 10:50:00,10,50,1:05,65,634,Daily,112
PAT,DEL,1899-12-30 08:50:00,8,50,1899-12-30 10:35:00,10,35,1:45,105,6367,Daily,104
PAT,DEL,1899-12-30 14:50:00,14,50,1899-12-30 16:35:00,16,35,1:45,105,191,Daily,312
PAT,DEL,1899-12-30 18:30:00,18,30,1899-12-30 20:10:00,20,10,1:40,100,508,Daily,438
PAT,HYD,1899-12-30 13:20:00,13,20,1899-12-30 15:30:00,15,30,2:10,130,6529,Daily,278
PNQ,BLR,1899-12-30 07:00:00,7,0,1899-12-30 08:30:00,8,30,1:30,90,391,Daily,42
PNQ,BLR,1899-12-30 13:45:00,13,45,1899-12-30 15:15:00,15,15,1:30,90,6279,Except SAT,272
PNQ,BLR,1899-12-30 18:05:00,18,5,1899-12-30 19:40:00,19,40,1:35,95,556,Every SAT,418
PNQ,CCU,1899-12-30 06:05:00,6,5,1899-12-30 08:30:00,8,30,2:25,145,6359,Except MON,41
PNQ,DEL,1899-12-30 07:40:00,7,40,1899-12-30 09:55:00,9,55,2:15,135,6571,Daily,81
PNQ,DEL,1899-12-30 14:55:00,14,55,1899-12-30 17:10:00,17,10,2:15,135,148,Except SAT,329
PNQ,DEL,1899-12-30 19:00:00,19,0,1899-12-30 21:15:00,21,15,2:15,135,582,Daily,466
PNQ,DEL,1899-12-30 20:35:00,20,35,1899-12-30 22:50:00,22,50,2:15,135,402,Daily,512
PNQ,IXD,1899-12-30 10:45:00,10,45,1899-12-30 13:10:00,13,10,2:25,145,5984,Every SAT,195
PNQ,MAA,1899-12-30 10:30:00,10,30,1899-12-30 12:20:00,12,20,1:50,110,302,Every SAT,162
RJA,HYD,1899-12-30 21:25:00,21,25,1899-12-30 22:40:00,22,40,1:15,75,7126,Daily,508
RJA,MAA,1899-12-30 17:40:00,17,40,1899-12-30 19:10:00,19,10,1:30,90,7124,Except TUE/THU/SAT,402
RPR,CCU,1899-12-30 08:45:00,8,45,1899-12-30 10:15:00,10,15,1:30,90,811,Daily,91
RPR,DEL,1899-12-30 09:40:00,9,40,1899-12-30 11:35:00,11,35,1:55,115,2486,Except WED/FRI,139
RPR,DEL,1899-12-30 20:00:00,20,0,1899-12-30 21:55:00,21,55,1:55,115,2454,Daily,485
RPR,HYD,1899-12-30 09:05:00,9,5,1899-12-30 10:35:00,10,35,1:30,90,827,Every TUE,102
RPR,HYD,1899-12-30 11:00:00,11,0,1899-12-30 12:20:00,12,20,1:20,80,752,Daily,161
SAG,HYD,1899-12-30 14:05:00,14,5,1899-12-30 15:45:00,15,45,1:40,100,7281,Except MON/WED/FRI/SUN,293
STV,DEL,1899-12-30 13:55:00,13,55,1899-12-30 15:45:00,15,45,1:50,110,5035,Daily,291
SXR,DEL,1899-12-30 14:50:00,14,50,1899-12-30 16:30:00,16,30,1:40,100,2124,Daily,310
SXR,DEL,1899-12-30 17:15:00,17,15,1899-12-30 18:50:00,18,50,1:35,95,2197,Except SUN,385
TCR,MAA,1899-12-30 13:20:00,13,20,1899-12-30 15:00:00,15,0,1:40,100,7186,Daily,258
TIR,BLR,1899-12-30 08:50:00,8,50,1899-12-30 09:45:00,9,45,0:55,55,7106,Daily,78
TIR,HYD,1899-12-30 12:30:00,12,30,1899-12-30 14:00:00,14,0,1:30,90,7389,Daily,232
TIR,KLH,1899-12-30 12:05:00,12,5,1899-12-30 14:00:00,14,0,1:55,115,7991,Except TUE/THU/SAT,231
TRZ,BLR,1899-12-30 21:20:00,21,20,1899-12-30 22:30:00,22,30,1:10,70,7739,Daily,504
TRZ,MAA,1899-12-30 11:15:00,11,15,1899-12-30 12:25:00,12,25,1:10,70,7146,Daily,168
TRZ,MAA,1899-12-30 21:50:00,21,50,1899-12-30 23:00:00,23,0,1:10,70,7151,Daily,518
UDR,BOM,1899-12-30 08:10:00,8,10,1899-12-30 09:45:00,9,45,1:35,95,748,Except SAT,77
UDR,DEL,1899-12-30 18:00:00,18,0,1899-12-30 19:20:00,19,20,1:20,80,5042,Daily,408
VGA,BLR,1899-12-30 08:25:00,8,25,1899-12-30 10:00:00,10,0,1:35,95,7203,Daily,83
VGA,HYD,1899-12-30 17:55:00,17,55,1899-12-30 19:05:00,19,5,1:10,70,7209,Daily,400
VGA,MAA,1899-12-30 18:15:00,18,15,1899-12-30 19:40:00,19,40,1:25,85,7135,Except MON/WED/FRI/SUN,420
VNS,BLR,1899-12-30 12:20:00,12,20,1899-12-30 14:55:00,14,55,2:35,155,144,Except TUE,254
VNS,BOM,1899-12-30 14:40:00,14,40,1899-12-30 16:55:00,16,55,2:15,135,579,Except TUE/THU,323
VNS,BOM,1899-12-30 20:15:00,20,15,1899-12-30 22:35:00,22,35,2:20,140,106,Daily,507
VNS,CCU,1899-12-30 15:45:00,15,45,1899-12-30 17:10:00,17,10,1:25,85,789,Daily,328
VNS,DEL,1899-12-30 11:00:00,11,0,1899-12-30 12:30:00,12,30,1:30,90,423,Daily,171
VNS,DEL,1899-12-30 18:15:00,18,15,1899-12-30 19:45:00,19,45,1:30,90,6197,Except WED/FRI,422
VNS,HYD,1899-12-30 18:20:00,18,20,1899-12-30 20:30:00,20,30,2:10,130,6913,Daily,445
VNS,MAA,1899-12-30 13:35:00,13,35,1899-12-30 16:00:00,16,0,2:25,145,514,Daily,297
VTZ,BLR,1899-12-30 07:35:00,7,35,1899-12-30 09:15:00,9,15,1:40,100,287,Daily,64
VTZ,DEL,1899-12-30 19:50:00,19,50,1899-12-30 22:15:00,22,15,2:25,145,2772,Daily,497
VTZ,HYD,1899-12-30 12:30:00,12,30,1899-12-30 13:45:00,13,45,1:15,75,742,Daily,219
VTZ,MAA,1899-12-30 18:40:00,18,40,1899-12-30 20:00:00,20,0,1:20,80,6001,Except TUE/THU/SAT,430
